county,rep_unit,total,barnes,johnson,paul,SCATTERING
ADAMS,Town of ADAMS Wards 1-3,613,243,367,0,3
ADAMS,Town of BIG FLATS Wards 1-2,473,155,315,0,3
ADAMS,Town of COLBURN Ward 1,151,36,113,0,2
ADAMS,"Town of DELL PRAIRIE Wards 1,2",810,308,500,0,2
ADAMS,Town of EASTON Ward 1,467,153,313,0,1
ADAMS,Town of JACKSON Wards 1-2,605,241,362,0,2
ADAMS,Town of LEOLA Ward 1,143,36,107,0,0
ADAMS,Town of LINCOLN Ward 1,170,53,116,1,0
ADAMS,Town of MONROE Ward 1,243,93,150,0,0
ADAMS,Town of NEW CHESTER Wards 1-3,403,143,259,0,1
ADAMS,Town of NEW HAVEN Ward 1,313,118,195,0,0
ADAMS,Town of PRESTON Wards 1-2,646,234,408,0,4
ADAMS,"Town of QUINCY Wards 1,2",638,260,376,0,2
ADAMS,Town of RICHFIELD Ward 1,88,20,68,0,0
ADAMS,"Town of ROME Wards 1,2,3,4",2117,777,1333,1,6
ADAMS,Town of SPRINGVILLE Wards 1-2,588,217,369,0,2
ADAMS,"Town of STRONGS PRAIRIE Wards 1,2",595,225,367,0,3
ADAMS,Village of FRIENDSHIP Ward 1,219,85,131,0,3
ADAMS,City of ADAMS Wards 1-5,584,243,339,2,0
ADAMS,"CITY OF WISCONSIN DELLS Wards 5,9",18,4,14,0,0
ASHLAND,Town of AGENDA Ward 1,210,55,155,0,0
ASHLAND,Town of ASHLAND Ward 1,278,126,152,0,0
ASHLAND,Town of CHIPPEWA Ward 1,182,53,129,0,0
ASHLAND,Town of GINGLES Wards 1-2,404,208,196,0,0
ASHLAND,Town of GORDON Ward 1,166,56,110,0,0
ASHLAND,Town of JACOBS Wards 1-2,297,95,202,0,0
ASHLAND,Town of LA POINTE Ward 1,277,224,52,0,1
ASHLAND,Town of MARENGO Ward 1,183,86,97,0,0
ASHLAND,Town of MORSE Wards 1-2,263,113,150,0,0
ASHLAND,Town of PEEKSVILLE Ward 1,87,21,66,0,0
ASHLAND,Town of SANBORN Wards 1-2,395,319,75,0,1
ASHLAND,Town of SHANAGOLDEN Ward 1,68,24,44,0,0
ASHLAND,Town of WHITE RIVER Wards 1-2,397,115,282,0,0
ASHLAND,Village of BUTTERNUT Ward 1,149,63,86,0,0
ASHLAND,"City of ASHLAND Wards 1-8,11",1517,949,566,0,2
ASHLAND,"City of ASHLAND Wards 9-10,12-21",1852,1268,579,0,5
ASHLAND,City of MELLEN Ward 1,261,128,133,0,0
BARRON,Town of ALMENA Wards 1-2,472,131,341,0,0
BARRON,Town of ARLAND Ward 1,284,104,180,0,0
BARRON,Town of BARRON Wards 1-2,340,88,252,0,0
BARRON,Town of BEAR LAKE Ward 1,366,127,238,0,1
BARRON,Town of CEDAR LAKE Wards 1-2,690,220,470,0,0
BARRON,Town of CHETEK Wards 1-3,960,347,613,0,0
BARRON,Town of CLINTON Ward 1,317,83,234,0,0
BARRON,Town of CRYSTAL LAKE Ward 1,366,111,255,0,0
BARRON,Town of CUMBERLAND Ward 1,422,145,276,0,1
BARRON,Town of DALLAS Wards 1-2,259,62,197,0,0
BARRON,Town of DOVRE Ward 1,385,131,254,0,0
BARRON,Town of DOYLE Wards 1-2,269,74,195,0,0
BARRON,Town of LAKELAND Wards 1-2,503,169,333,0,1
BARRON,Town of MAPLE GROVE Wards 1-2,401,92,308,0,1
BARRON,Town of MAPLE PLAIN Ward 1,446,179,267,0,0
BARRON,Town of OAK GROVE Wards 1-2,441,139,299,1,2
BARRON,Town of PRAIRIE FARM Wards 1-2,250,69,181,0,0
BARRON,Town of PRAIRIE LAKE Wards 1-2,824,243,578,0,3
BARRON,Town of RICE LAKE Wards 1-4,1385,526,856,0,3
BARRON,Town of SIOUX CREEK Ward 1,327,90,236,0,1
BARRON,Town of STANFOLD Ward 1,318,104,214,0,0
BARRON,Town of STANLEY Wards 1-4,1183,353,829,0,1
BARRON,Town of SUMNER Ward 1,363,104,259,0,0
BARRON,Town of TURTLE LAKE Ward 1,308,98,210,0,0
BARRON,Town of VANCE CREEK Ward 1,311,101,210,0,0
BARRON,Village of ALMENA Ward 1,251,62,188,0,1
BARRON,Village of CAMERON Wards 1-3,692,222,469,0,1
BARRON,Village of DALLAS Ward 1,151,33,118,0,0
BARRON,Village of HAUGEN Ward 1,124,47,77,0,0
BARRON,VILLAGE OF NEW AUBURN Ward 2,7,1,6,0,0
BARRON,Village of PRAIRIE FARM Ward 1,157,49,108,0,0
BARRON,Village of TURTLE LAKE Ward 1,301,109,190,0,2
BARRON,City of BARRON Wards 1-7,1077,480,592,0,5
BARRON,City of CHETEK Wards 1-4,888,348,540,0,0
BARRON,City of CUMBERLAND Wards 1-5,947,401,546,0,0
BARRON,City of RICE LAKE Wards 1-16,3294,1479,1809,0,6
BAYFIELD,Town of BARKSDALE Wards 1-2,459,255,204,0,0
BAYFIELD,Town of BARNES Ward 1,593,249,342,0,2
BAYFIELD,Town of BAYFIELD Wards 1-2,500,346,154,0,0
BAYFIELD,Town of BAYVIEW Ward 1,334,203,130,1,0
BAYFIELD,Town of BELL Ward 1,252,171,81,0,0
BAYFIELD,Town of CABLE Ward 1,550,230,319,0,1
BAYFIELD,Town of CLOVER Ward 1,185,108,77,0,0
BAYFIELD,Town of DELTA Ward 1,229,105,124,0,0
BAYFIELD,Town of DRUMMOND Wards 1-2,311,161,150,0,0
BAYFIELD,Town of EILEEN Wards 1-2,387,168,219,0,0
BAYFIELD,Town of GRAND VIEW Ward 1,317,147,170,0,0
BAYFIELD,Town of HUGHES Ward 1,268,124,144,0,0
BAYFIELD,Town of IRON RIVER Wards 1-2,671,318,350,0,3
BAYFIELD,Town of KELLY Ward 1,216,77,139,0,0
BAYFIELD,Town of KEYSTONE Ward 1,208,83,125,0,0
BAYFIELD,Town of LINCOLN Ward 1,170,70,100,0,0
BAYFIELD,Town of MASON Ward 1,149,56,93,0,0
BAYFIELD,Town of NAMAKAGON Ward 1,267,101,165,0,1
BAYFIELD,Town of ORIENTA Ward 1,91,40,51,0,0
BAYFIELD,Town of OULU Ward 1,338,152,186,0,0
BAYFIELD,Town of PILSEN Ward 1,138,73,65,0,0
BAYFIELD,Town of PORT WING Ward 1,255,145,108,0,2
BAYFIELD,Town of RUSSELL Wards 1-3,468,401,64,3,0
BAYFIELD,Town of TRIPP Ward 1,119,62,57,0,0
BAYFIELD,Town of WASHBURN Wards 1-2,358,237,121,0,0
BAYFIELD,Village of MASON Ward 1,39,15,24,0,0
BAYFIELD,CITY OF ASHLAND Ward 22,0,0,0,0,0
BAYFIELD,City of BAYFIELD Ward 1,329,276,52,0,1
BAYFIELD,City of WASHBURN Wards 1-5,1079,810,268,0,1
BROWN,Town of EATON Wards 1-2,923,260,660,0,3
BROWN,Town of GLENMORE Wards 1-2,579,146,433,0,0
BROWN,Town of GREEN BAY Wards 1-3,1222,324,897,0,1
BROWN,Town of HOLLAND Wards 1-2,827,217,607,0,3
BROWN,Town of HUMBOLDT Wards 1-2,721,184,537,0,0
BROWN,Town of LAWRENCE Wards 1-7,3550,1304,2244,0,2
BROWN,Town of LEDGEVIEW Wards 1-11,4484,1875,2600,0,9
BROWN,Town of MORRISON Wards 1-2,809,172,634,0,3
BROWN,Town of NEW DENMARK Wards 1-3,874,267,607,0,0
BROWN,Town of PITTSFIELD Wards 1-3,1572,434,1136,0,2
BROWN,Town of ROCKLAND Wards 1-3,1062,319,740,0,3
BROWN,Town of SCOTT Wards 1-4,1998,773,1223,0,2
BROWN,Town of WRIGHTSTOWN Wards 1-4,1262,349,912,0,1
BROWN,Village of ALLOUEZ Wards 1-2,1363,811,547,0,5
BROWN,Village of ALLOUEZ Wards 3-4,1846,1011,828,0,7
BROWN,Village of ALLOUEZ Wards 5-6,1962,984,973,0,5
BROWN,Village of ALLOUEZ Wards 7-9,1632,854,773,0,5
BROWN,Village of ASHWAUBENON Wards 1-2,1086,520,566,0,0
BROWN,Village of ASHWAUBENON Wards 3-4,1019,487,531,0,1
BROWN,Village of ASHWAUBENON Wards 5-6,1348,599,746,0,3
BROWN,Village of ASHWAUBENON Wards 7-8,1478,632,840,0,6
BROWN,Village of ASHWAUBENON Ward 9,796,356,437,0,3
BROWN,Village of ASHWAUBENON Ward 10,796,380,416,0,0
BROWN,Village of ASHWAUBENON Wards 11-12,1575,691,883,0,1
BROWN,Village of BELLEVUE Wards 1-6,3407,1581,1822,0,4
BROWN,Village of BELLEVUE Wards 7-10,3741,1585,2148,0,8
BROWN,"Village of DENMARK Wards 1,2,3",987,351,635,0,1
BROWN,Village of HOBART Wards 1-7,3283,1301,1980,0,2
BROWN,Village of HOBART Wards 8-11,1484,665,814,0,5
BROWN,"Village of HOWARD Wards 1-2,9-12,14",3470,1472,1995,0,3
BROWN,"Village of HOWARD Wards 3-4,6",1126,495,627,0,4
BROWN,"Village of HOWARD Wards 5,21",633,261,372,0,0
BROWN,"Village of HOWARD Wards 7-8,18-19",2010,825,1180,0,5
BROWN,Village of HOWARD Ward 13,619,259,360,0,0
BROWN,Village of HOWARD Wards 15-17,2034,768,1262,0,4
BROWN,"Village of PULASKI Wards 1-3,6",1520,527,991,0,2
BROWN,Village of SUAMICO Wards 1-3,2102,709,1387,0,6
BROWN,Village of SUAMICO Wards 4-6,2736,917,1816,0,3
BROWN,Village of SUAMICO Wards 7-9,2112,725,1382,0,5
BROWN,Village of WRIGHTSTOWN Wards 1-3,1334,447,885,0,2
BROWN,City of DE PERE Wards 1-5,3414,1852,1556,0,6
BROWN,City of DE PERE Wards 6-9,2837,1445,1385,0,7
BROWN,City of DE PERE Wards 10-16,2026,1010,1012,0,4
BROWN,City of DE PERE Wards 17-23,3068,1399,1664,0,5
BROWN,City of GREEN BAY Ward 1,11,3,8,0,0
BROWN,City of GREEN BAY Ward 2,1417,649,762,0,6
BROWN,City of GREEN BAY Ward 3,528,394,130,0,4
BROWN,City of GREEN BAY Ward 4A,6,4,2,0,0
BROWN,City of GREEN BAY Ward 4,962,456,501,0,5
BROWN,City of GREEN BAY Ward 5,798,350,446,0,2
BROWN,City of GREEN BAY Ward 6,1438,636,800,0,2
BROWN,City of GREEN BAY Ward 7,1524,743,780,0,1
BROWN,City of GREEN BAY Ward 8A,123,68,54,0,1
BROWN,City of GREEN BAY Ward 8,992,487,505,0,0
BROWN,City of GREEN BAY Ward 9,664,338,326,0,0
BROWN,City of GREEN BAY Ward 10A,228,125,103,0,0
BROWN,City of GREEN BAY Ward 10,480,263,214,0,3
BROWN,City of GREEN BAY Ward 11A,8,5,3,0,0
BROWN,City of GREEN BAY Ward 11,669,341,327,0,1
BROWN,City of GREEN BAY Ward 12,336,188,146,0,2
BROWN,City of GREEN BAY Ward 13,646,327,317,0,2
BROWN,City of GREEN BAY Ward 14A,0,0,0,0,0
BROWN,City of GREEN BAY Ward 14,936,601,333,0,2
BROWN,City of GREEN BAY Ward 15,1110,768,342,0,0
BROWN,City of GREEN BAY Ward 16,950,486,463,0,1
BROWN,City of GREEN BAY Ward 17,479,298,178,0,3
BROWN,City of GREEN BAY Ward 18,575,355,219,0,1
BROWN,City of GREEN BAY Ward 19A,8,4,4,0,0
BROWN,City of GREEN BAY Ward 19,564,335,228,0,1
BROWN,City of GREEN BAY Ward 20A,238,149,88,0,1
BROWN,City of GREEN BAY Ward 20,527,312,213,0,2
BROWN,City of GREEN BAY Ward 21,519,286,231,0,2
BROWN,City of GREEN BAY Ward 22,409,256,152,0,1
BROWN,City of GREEN BAY Ward 23,110,75,35,0,0
BROWN,City of GREEN BAY Ward 24,158,119,39,0,0
BROWN,City of GREEN BAY Ward 25,451,294,155,0,2
BROWN,City of GREEN BAY Ward 26,630,348,279,0,3
BROWN,City of GREEN BAY Ward 27,578,387,185,0,6
BROWN,City of GREEN BAY Ward 28,735,402,331,0,2
BROWN,City of GREEN BAY Ward 29,363,216,144,0,3
BROWN,City of GREEN BAY Ward 30,352,191,161,0,0
BROWN,City of GREEN BAY Ward 31A,357,186,171,0,0
BROWN,City of GREEN BAY Ward 31,575,276,298,0,1
BROWN,City of GREEN BAY Ward 32A,160,81,79,0,0
BROWN,City of GREEN BAY Ward 32B,145,76,69,0,0
BROWN,City of GREEN BAY Ward 32,567,307,259,0,1
BROWN,City of GREEN BAY Ward 33,404,269,134,0,1
BROWN,City of GREEN BAY Ward 34,636,402,231,0,3
BROWN,City of GREEN BAY Ward 35,606,361,243,0,2
BROWN,City of GREEN BAY Ward 36,894,472,419,0,3
BROWN,City of GREEN BAY Ward 37,874,478,391,0,5
BROWN,City of GREEN BAY Ward 38,1066,613,451,0,2
BROWN,City of GREEN BAY Ward 39A,89,42,47,0,0
BROWN,City of GREEN BAY Ward 39,587,330,254,0,3
BROWN,City of GREEN BAY Ward 40,561,281,278,0,2
BROWN,City of GREEN BAY Ward 41,448,246,200,0,2
BROWN,City of GREEN BAY Ward 42A,97,52,44,0,1
BROWN,City of GREEN BAY Ward 42,1152,582,568,0,2
BROWN,City of GREEN BAY Ward 43,994,492,500,0,2
BROWN,City of GREEN BAY Ward 44,416,201,212,0,3
BROWN,City of GREEN BAY Ward 45,1421,629,790,0,2
BROWN,City of GREEN BAY Ward 46,976,533,443,0,0
BROWN,City of GREEN BAY Ward 47,1605,710,893,0,2
BUFFALO,Town of ALMA Ward 1,143,67,76,0,0
BUFFALO,Town of BELVIDERE Ward 1,243,81,162,0,0
BUFFALO,Town of BUFFALO Ward 1,388,156,231,0,1
BUFFALO,Town of CANTON Ward 1,146,49,97,0,0
BUFFALO,Town of CROSS Ward 1,186,57,129,0,0
BUFFALO,Town of DOVER Ward 1,185,79,106,0,0
BUFFALO,Town of GILMANTON Ward 1,201,70,130,0,1
BUFFALO,Town of GLENCOE Ward 1,194,55,139,0,0
BUFFALO,Town of LINCOLN Ward 1,101,34,67,0,0
BUFFALO,Town of MAXVILLE Ward 1,164,37,127,0,0
BUFFALO,Town of MILTON Ward 1,295,97,198,0,0
BUFFALO,Town of MODENA Ward 1,141,57,83,0,1
BUFFALO,Town of MONDOVI Ward 1,209,56,153,0,0
BUFFALO,Town of MONTANA Ward 1,114,35,79,0,0
BUFFALO,Town of NAPLES Ward 1,347,101,245,0,1
BUFFALO,Town of NELSON Ward 1,292,84,208,0,0
BUFFALO,Town of WAUMANDEE Ward 1,283,80,203,0,0
BUFFALO,Village of COCHRANE Ward 1,170,59,109,0,2
BUFFALO,Village of NELSON Ward 1,133,57,76,0,0
BUFFALO,City of ALMA Wards 1-2,368,170,198,0,0
BUFFALO,City of BUFFALO CITY Wards 1-2,492,209,283,0,0
BUFFALO,City of FOUNTAIN CITY Ward 1,358,164,194,0,0
BUFFALO,City of MONDOVI Wards 1-3,965,347,614,0,4
BURNETT,Town of ANDERSON Ward 1,202,46,156,0,0
BURNETT,Town of BLAINE Ward 1,138,41,97,0,0
BURNETT,Town of DANIELS Ward 1,349,98,251,0,0
BURNETT,Town of DEWEY Ward 1,238,68,170,0,0
BURNETT,Town of GRANTSBURG Wards 1-3,506,148,358,0,0
BURNETT,Town of JACKSON Wards 1-2,602,234,368,0,0
BURNETT,Town of LA FOLLETTE Wards 1-2,273,113,160,0,0
BURNETT,Town of LINCOLN Ward 1,166,32,134,0,0
BURNETT,Town of MEENON Wards 1-3,539,163,376,0,0
BURNETT,Town of OAKLAND Wards 1-2,603,260,343,0,0
BURNETT,Town of ROOSEVELT Ward 1,99,33,66,0,0
BURNETT,Town of RUSK Wards 1-2,216,76,140,0,0
BURNETT,Town of SAND LAKE Wards 1-2,271,114,157,0,0
BURNETT,Town of SCOTT Wards 1-2,394,164,230,0,0
BURNETT,Town of SIREN Wards 1-3,493,163,330,0,0
BURNETT,Town of SWISS Ward 1,388,169,219,0,0
BURNETT,Town of TRADE LAKE Wards 1-2,484,172,312,0,0
BURNETT,Town of UNION Ward 1,220,84,136,0,0
BURNETT,Town of WEBB LAKE Ward 1,279,107,172,0,0
BURNETT,Town of WEST MARSHLAND Ward 1,188,42,146,0,0
BURNETT,Town of WOOD RIVER Wards 1-3,476,126,350,0,0
BURNETT,"Village of GRANTSBURG Wards 1,2",522,173,349,0,0
BURNETT,Village of SIREN Wards 1-2,316,117,199,0,0
BURNETT,Village of WEBSTER Ward 1,234,91,143,0,0
CALUMET,Town of BRILLION Wards 1-2,784,191,593,0,0
CALUMET,Town of BROTHERTOWN Wards 1-2,761,152,608,0,1
CALUMET,Town of CHARLESTOWN Ward 1,417,100,317,0,0
CALUMET,Town of CHILTON Wards 1-3,629,122,507,0,0
CALUMET,Town of NEW HOLSTEIN Wards 1-2,751,183,567,0,1
CALUMET,Town of RANTOUL Ward 1,408,71,337,0,0
CALUMET,"Town of STOCKBRIDGE Wards 1,2",870,222,647,0,1
CALUMET,Town of WOODVILLE Ward 1,481,104,376,0,1
CALUMET,Village of HARRISON Wards 3-14,6144,2562,3582,0,0
CALUMET,Village of HILBERT Wards 1-2,489,108,379,0,2
CALUMET,Village of POTTER Ward 1,125,24,101,0,0
CALUMET,Village of SHERWOOD Wards 1-5,1853,709,1140,0,4
CALUMET,Village of STOCKBRIDGE Ward 1,380,113,265,0,2
CALUMET,CITY OF APPLETON Ward 13,970,502,466,0,2
CALUMET,CITY OF APPLETON Ward 14,346,200,146,0,0
CALUMET,CITY OF APPLETON Ward 15,311,164,147,0,0
CALUMET,CITY OF APPLETON Ward 25,886,454,430,0,2
CALUMET,CITY OF APPLETON Ward 44,955,455,493,0,7
CALUMET,CITY OF APPLETON Ward 45,885,464,418,0,3
CALUMET,CITY OF APPLETON Ward 46,414,226,188,0,0
CALUMET,CITY OF APPLETON Ward 47,0,0,0,0,0
CALUMET,City of BRILLION Wards 1-6,1334,445,887,0,2
CALUMET,City of CHILTON Wards 1-5,1580,524,1052,0,4
CALUMET,CITY OF KAUKAUNA Ward 12,0,0,0,0,0
CALUMET,CITY OF KIEL Ward 7,155,55,100,0,0
CALUMET,CITY OF MENASHA Wards 14-16,1610,756,850,0,4
CALUMET,City of NEW HOLSTEIN Wards 1-5,1413,538,870,0,5
CHIPPEWA,Town of ANSON Wards 1-3,1270,438,828,0,4
CHIPPEWA,Town of ARTHUR Ward 1,332,88,244,0,0
CHIPPEWA,Town of AUBURN Ward 1,360,98,262,0,0
CHIPPEWA,Town of BIRCH CREEK Ward 1,287,95,192,0,0
CHIPPEWA,Town of BLOOMER Wards 1-2,491,130,361,0,0
CHIPPEWA,Town of CLEVELAND Ward 1,455,150,303,0,2
CHIPPEWA,Town of COLBURN Ward 1,375,94,281,0,0
CHIPPEWA,Town of COOKS VALLEY Ward 1,350,91,259,0,0
CHIPPEWA,Town of DELMAR Wards 1-2,422,126,293,0,3
CHIPPEWA,Town of EAGLE POINT Wards 1-5,1761,646,1113,2,0
CHIPPEWA,Town of EAGLE POINT Ward 5A,0,0,0,0,0
CHIPPEWA,Town of EDSON Wards 1-2,391,111,279,0,1
CHIPPEWA,Town of ESTELLA Wards 1-2,210,41,166,0,3
CHIPPEWA,Town of GOETZ Ward 1,359,126,233,0,0
CHIPPEWA,Town of HALLIE Ward 1,101,44,57,0,0
CHIPPEWA,Town of HOWARD Ward 1,393,132,260,0,1
CHIPPEWA,"Town of LAFAYETTE Wards 1,2,3,4,5,6,7,8",3369,1366,1999,4,0
CHIPPEWA,Town of LAKE HOLCOMBE Wards 1-2,554,128,425,0,1
CHIPPEWA,Town of RUBY Ward 1,203,45,158,0,0
CHIPPEWA,Town of SAMPSON Ward 1,489,141,348,0,0
CHIPPEWA,Town of SIGEL Wards 1-2,504,168,336,0,0
CHIPPEWA,Town of TILDEN Wards 1-3,822,281,538,0,3
CHIPPEWA,Town of TILDEN Ward 4,0,0,0,0,0
CHIPPEWA,Town of WHEATON Wards 1-3,1425,541,883,0,1
CHIPPEWA,Town of WOODMOHR Wards 1-2,521,150,370,0,1
CHIPPEWA,Village of BOYD Ward 1,231,81,149,0,1
CHIPPEWA,"Village of CADOTT Wards 1,2",516,206,310,0,0
CHIPPEWA,Village of LAKE HALLIE Wards 1-10,3041,1277,1755,0,9
CHIPPEWA,"Village of NEW AUBURN Wards 1,3",192,55,137,0,0
CHIPPEWA,City of BLOOMER Wards 1-4,1620,512,1101,0,7
CHIPPEWA,City of CHIPPEWA FALLS Wards 1-2,726,363,362,0,1
CHIPPEWA,City of CHIPPEWA FALLS Ward 1A,0,0,0,0,0
CHIPPEWA,"City of CHIPPEWA FALLS Wards 3,4,15",948,456,489,0,3
CHIPPEWA,City of CHIPPEWA FALLS Wards 5-6,1003,526,475,0,2
CHIPPEWA,City of CHIPPEWA FALLS Wards 8-7,800,444,353,0,3
CHIPPEWA,City of CHIPPEWA FALLS Wards 9-10,607,311,293,0,3
CHIPPEWA,City of CHIPPEWA FALLS Ward 10A,0,0,0,0,0
CHIPPEWA,City of CHIPPEWA FALLS Wards 11-12,732,340,392,0,0
CHIPPEWA,City of CHIPPEWA FALLS Wards 13-14,784,368,415,0,1
CHIPPEWA,City of CORNELL Wards 1-4,560,186,373,0,1
CHIPPEWA,CITY OF EAU CLAIRE Ward 16,760,389,369,0,2
CHIPPEWA,CITY OF EAU CLAIRE Ward 40,0,0,0,0,0
CHIPPEWA,CITY OF EAU CLAIRE Ward 41,125,74,51,0,0
CHIPPEWA,CITY OF EAU CLAIRE Ward 64,0,0,0,0,0
CHIPPEWA,City of STANLEY Wards 1-6,734,251,482,0,1
CHIPPEWA,City of STANLEY Ward 9,0,0,0,0,0
CLARK,Town of BEAVER Ward 1,231,63,168,0,0
CLARK,Town of BUTLER Ward 1,48,13,35,0,0
CLARK,Town of COLBY Wards 1-3,241,53,188,0,0
CLARK,Town of DEWHURST Ward 1,194,61,133,0,0
CLARK,Town of EATON Wards 1-2,223,63,160,0,0
CLARK,Town of FOSTER Ward 1,61,21,40,0,0
CLARK,Town of FREMONT Wards 1-2,418,95,321,0,2
CLARK,Town of GRANT Ward 1,345,106,238,0,1
CLARK,Town of GREEN GROVE Wards 1-2,174,47,127,0,0
CLARK,Town of HENDREN Ward 1,184,62,122,0,0
CLARK,Town of HEWETT Wards 1-2,170,54,116,0,0
CLARK,Town of HIXON Wards 1-2,187,52,135,0,0
CLARK,Town of HOARD Wards 1-2,208,52,156,0,0
CLARK,Town of LEVIS Wards 1-2,235,64,170,0,1
CLARK,Town of LONGWOOD Wards 1-3,195,56,139,0,0
CLARK,Town of LOYAL Ward 1,244,47,195,0,2
CLARK,Town of LYNN Wards 1-2,244,61,183,0,0
CLARK,Town of MAYVILLE Wards 1-2,316,78,237,0,1
CLARK,Town of MEAD Ward 1,120,29,91,0,0
CLARK,Town of MENTOR Ward 1,221,64,157,0,0
CLARK,Town of PINE VALLEY Wards 1-2,556,160,395,0,1
CLARK,Town of RESEBURG Ward 1,149,53,95,1,0
CLARK,Town of SEIF Ward 1,112,29,82,1,0
CLARK,Town of SHERMAN Wards 1-2,259,51,208,0,0
CLARK,Town of SHERWOOD Ward 1,137,56,81,0,0
CLARK,Town of THORP Wards 1-2,260,56,204,0,0
CLARK,Town of UNITY Ward 1,267,74,192,0,1
CLARK,Town of WARNER Wards 1-2,201,55,146,0,0
CLARK,Town of WASHBURN Ward 1,133,28,105,0,0
CLARK,Town of WESTON Ward 1,290,70,220,0,0
CLARK,Town of WITHEE Wards 1-2,240,58,182,0,0
CLARK,Town of WORDEN Ward 1,208,58,150,0,0
CLARK,Town of YORK Wards 1-2,291,84,206,0,1
CLARK,Village of CURTISS Ward 1,41,12,29,0,0
CLARK,Village of DORCHESTER Ward 1,243,59,184,0,0
CLARK,Village of GRANTON Ward 1,141,53,88,0,0
CLARK,VILLAGE OF UNITY Ward 2,49,10,38,0,1
CLARK,Village of WITHEE Ward 1,198,59,138,0,1
CLARK,"City of ABBOTSFORD Wards 2,3,4,5",473,168,304,0,1
CLARK,"City of COLBY Wards 2,3",407,121,285,0,1
CLARK,City of GREENWOOD Wards 1-2,415,155,258,0,2
CLARK,City of LOYAL Wards 1-2,484,155,329,0,0
CLARK,City of NEILLSVILLE Ward 1,148,48,99,0,1
CLARK,City of NEILLSVILLE Ward 2,278,119,159,0,0
CLARK,City of NEILLSVILLE Ward 3,203,86,117,0,0
CLARK,City of NEILLSVILLE Ward 4,142,41,101,0,0
CLARK,City of NEILLSVILLE Ward 5,120,41,79,0,0
CLARK,City of OWEN Wards 1-3,358,149,208,0,1
CLARK,CITY OF STANLEY Wards 7-8,12,6,6,0,0
CLARK,City of THORP Wards 1-4,580,196,382,0,2
COLUMBIA,Town of ARLINGTON Ward 1,460,205,253,0,2
COLUMBIA,Town of CALEDONIA Wards 1-2,848,469,377,0,2
COLUMBIA,Town of COLUMBUS Ward 1,352,123,229,0,0
COLUMBIA,Town of COURTLAND Ward 1,247,57,187,0,3
COLUMBIA,Town of DEKORRA Wards 1-4,1485,685,795,0,5
COLUMBIA,Town of FORT WINNEBAGO Ward 1,474,186,287,0,1
COLUMBIA,Town of FOUNTAIN PRAIRIE Wards 1-2,489,215,273,0,1
COLUMBIA,Town of HAMPDEN Ward 1,338,149,189,0,0
COLUMBIA,Town of LEEDS Ward 1,459,193,264,0,2
COLUMBIA,Town of LEWISTON Wards 1-3,632,279,351,0,2
COLUMBIA,Town of LODI Wards 1-5,1953,922,1031,0,0
COLUMBIA,Town of LOWVILLE Wards 1-2,612,241,370,0,1
COLUMBIA,Town of MARCELLON Wards 1-2,476,191,282,0,3
COLUMBIA,Town of NEWPORT Ward 1,350,136,213,0,1
COLUMBIA,Town of OTSEGO Ward 1,371,156,214,0,1
COLUMBIA,Town of PACIFIC Wards 1-4,1552,729,819,0,4
COLUMBIA,Town of RANDOLPH Ward 1,416,82,334,0,0
COLUMBIA,Town of SCOTT Wards 1-2,348,123,224,0,1
COLUMBIA,Town of SPRINGVALE Ward 1,292,126,166,0,0
COLUMBIA,Town of WEST POINT Wards 1-3,1274,670,602,0,2
COLUMBIA,Town of WYOCENA Wards 1-3,910,410,499,0,1
COLUMBIA,Village of ARLINGTON Ward 1,416,202,214,0,0
COLUMBIA,Village of CAMBRIA Ward 1,289,138,150,0,1
COLUMBIA,Village of DOYLESTOWN Ward 1,123,55,67,0,1
COLUMBIA,Village of FALL RIVER Wards 1-2,744,354,386,0,4
COLUMBIA,Village of FRIESLAND Ward 1,161,45,116,0,0
COLUMBIA,Village of PARDEEVILLE Wards 1-3,881,414,466,0,1
COLUMBIA,Village of POYNETTE Wards 1-4,1145,613,530,0,2
COLUMBIA,VILLAGE OF RANDOLPH Ward 3,201,62,139,0,0
COLUMBIA,Village of RIO Wards 1-2,485,263,220,0,2
COLUMBIA,Village of WYOCENA Ward 1,282,134,147,0,1
COLUMBIA,"City of COLUMBUS Wards 1-8,10",2398,1356,1038,0,4
COLUMBIA,"City of LODI Wards 1,2,3,4,5",1690,1031,656,0,3
COLUMBIA,City of PORTAGE Wards 1-3,1041,592,445,0,4
COLUMBIA,City of PORTAGE Wards 4-6,1098,700,390,0,8
COLUMBIA,City of PORTAGE Wards 7-10,1084,635,449,0,0
COLUMBIA,"City of WISCONSIN DELLS Wards 1-3,6",997,469,527,0,1
CRAWFORD,Town of BRIDGEPORT Ward 1,484,168,316,0,0
CRAWFORD,Town of CLAYTON Wards 1-3,470,242,226,0,2
CRAWFORD,Town of EASTMAN Wards 1-2,364,126,238,0,0
CRAWFORD,Town of FREEMAN Ward 1,402,202,199,0,1
CRAWFORD,Town of HANEY Ward 1,141,61,80,0,0
CRAWFORD,Town of MARIETTA Ward 1,246,83,162,0,1
CRAWFORD,Town of PRAIRIE DU CHIEN Wards 1-2,428,168,260,0,0
CRAWFORD,Town of SCOTT Ward 1,222,108,114,0,0
CRAWFORD,Town of SENECA Wards 1-2,463,206,257,0,0
CRAWFORD,Town of UTICA Ward 1,322,172,149,0,1
