county,rep_unit,total,lafollete,loudenbeck,harmon,mcfarland,SCATTERING
EAU CLAIRE,City of EAU CLAIRE Ward 49,264,148,99,7,10,0
EAU CLAIRE,City of EAU CLAIRE Ward 50,521,411,78,17,14,1
EAU CLAIRE,City of EAU CLAIRE Ward 51,639,459,145,15,20,0
EAU CLAIRE,City of EAU CLAIRE Ward 52,413,269,111,13,20,0
EAU CLAIRE,City of EAU CLAIRE Ward 53,633,363,251,11,7,1
EAU CLAIRE,City of EAU CLAIRE Ward 54,369,203,138,21,7,0
EAU CLAIRE,City of EAU CLAIRE Ward 55,706,417,253,22,14,0
EAU CLAIRE,City of EAU CLAIRE Ward 56,399,245,139,4,11,0
EAU CLAIRE,City of EAU CLAIRE Ward 57,297,174,105,10,8,0
EAU CLAIRE,City of EAU CLAIRE Ward 58,460,268,171,10,11,0
EAU CLAIRE,City of EAU CLAIRE Ward 59,588,370,190,15,13,0
EAU CLAIRE,City of EAU CLAIRE Ward 60,557,350,193,7,7,0
EAU CLAIRE,City of EAU CLAIRE Ward 61,303,189,87,14,13,0
EAU CLAIRE,City of EAU CLAIRE Ward 62,350,201,139,5,5,0
EAU CLAIRE,City of EAU CLAIRE Ward 63,0,0,0,0,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 65,0,0,0,0,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 66,72,45,23,2,2,0
EAU CLAIRE,City of EAU CLAIRE Ward 67,0,0,0,0,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 68,2,1,1,0,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 69,42,19,23,0,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 70,302,174,125,2,1,0
EAU CLAIRE,City of EAU CLAIRE Ward 71,0,0,0,0,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 72,1,0,1,0,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 73,0,0,0,0,0,0
FLORENCE,Town of AURORA Wards 1-3,493,113,368,9,3,0
FLORENCE,Town of COMMONWEALTH Wards 1-4,210,50,156,3,1,0
FLORENCE,Town of FENCE Ward 1,108,16,91,0,1,0
FLORENCE,Town of FERN Ward 1,120,18,95,5,2,0
FLORENCE,Town of FLORENCE Wards 1-7,1142,323,796,16,7,0
FLORENCE,Town of HOMESTEAD Ward 1,224,55,165,1,3,0
FLORENCE,Town of LONG LAKE Ward 1,112,27,84,1,0,0
FLORENCE,Town of TIPLER Ward 1,91,13,78,0,0,0
FOND DU LAC,Town of ALTO Wards 1-2,575,74,485,9,7,0
FOND DU LAC,Town of ASHFORD Wards 1-3,978,193,758,14,13,0
FOND DU LAC,Town of AUBURN Wards 1-3,1416,253,1123,24,15,1
FOND DU LAC,Town of BYRON Wards 1-2,946,215,706,10,15,0
FOND DU LAC,Town of CALUMET Wards 1-2,786,203,565,9,9,0
FOND DU LAC,Town of EDEN Wards 1-3,597,115,469,12,1,0
FOND DU LAC,Town of ELDORADO Wards 1-3,802,202,580,12,8,0
FOND DU LAC,Town of EMPIRE Wards 1-4,1652,520,1084,24,24,0
FOND DU LAC,"Town of FOND DU LAC Wards 1,2-9",2011,679,1274,35,23,0
FOND DU LAC,Town of FOREST Wards 1-2,584,108,465,5,6,0
FOND DU LAC,Town of FRIENDSHIP Wards 1-3,1182,357,797,13,15,0
FOND DU LAC,Town of LAMARTINE Wards 1-2,973,236,702,24,11,0
FOND DU LAC,Town of MARSHFIELD Wards 1-2,625,158,454,4,9,0
FOND DU LAC,Town of METOMEN Wards 1-2,373,86,273,5,9,0
FOND DU LAC,Town of OAKFIELD Wards 1-2,369,89,272,3,5,0
FOND DU LAC,Town of OSCEOLA Wards 1-2,1077,217,832,16,12,0
FOND DU LAC,Town of RIPON Wards 1-2,720,223,475,14,8,0
FOND DU LAC,Town of ROSENDALE Ward 1,371,100,264,5,2,0
FOND DU LAC,Town of SPRINGVALE Ward 1,383,84,293,3,3,0
FOND DU LAC,Town of TAYCHEEDAH Wards 1-6,2723,803,1854,43,23,0
FOND DU LAC,Town of WAUPUN Wards 1-2,783,177,594,7,5,0
FOND DU LAC,Village of BRANDON Ward 1,421,121,286,11,3,0
FOND DU LAC,Village of CAMPBELLSPORT Wards 1-4,882,242,603,25,12,0
FOND DU LAC,Village of EDEN Ward 1,333,80,244,4,5,0
FOND DU LAC,Village of FAIRWATER Ward 1,164,34,126,3,1,0
FOND DU LAC,VILLAGE OF KEWASKUM Ward 6,0,0,0,0,0,0
FOND DU LAC,Village of MOUNT CALVARY Ward 1,278,67,201,8,2,0
FOND DU LAC,"Village of NORTH FOND DU LAC Wards 1,2,3,4,5,6,7",1921,844,993,51,33,0
FOND DU LAC,Village of OAKFIELD Wards 1-2,530,153,351,16,10,0
FOND DU LAC,Village of ROSENDALE Wards 1-2,497,129,353,10,5,0
FOND DU LAC,Village of ST. CLOUD Ward 1,262,63,186,8,5,0
FOND DU LAC,City of FOND DU LAC Ward 1,480,220,241,12,7,0
FOND DU LAC,City of FOND DU LAC Ward 2,448,215,209,6,18,0
FOND DU LAC,City of FOND DU LAC Ward 3,890,408,450,19,13,0
FOND DU LAC,City of FOND DU LAC Ward 4,497,205,260,15,17,0
FOND DU LAC,City of FOND DU LAC Ward 5,1114,540,538,18,18,0
FOND DU LAC,City of FOND DU LAC Ward 6,579,253,300,15,11,0
FOND DU LAC,City of FOND DU LAC Ward 7,565,222,311,20,12,0
FOND DU LAC,City of FOND DU LAC Ward 8,752,338,381,22,11,0
FOND DU LAC,City of FOND DU LAC Ward 9,494,262,208,11,13,0
FOND DU LAC,City of FOND DU LAC Ward 10,749,318,399,19,13,0
FOND DU LAC,City of FOND DU LAC Ward 11,389,206,164,5,14,0
FOND DU LAC,City of FOND DU LAC Ward 12,835,383,422,16,14,0
FOND DU LAC,City of FOND DU LAC Ward 13,420,172,216,20,12,0
FOND DU LAC,City of FOND DU LAC Ward 14,628,268,348,10,2,0
FOND DU LAC,City of FOND DU LAC Ward 15,715,277,413,15,10,0
FOND DU LAC,City of FOND DU LAC Ward 16,928,423,484,6,15,0
FOND DU LAC,City of FOND DU LAC Ward 17,991,402,557,19,13,0
FOND DU LAC,City of FOND DU LAC Ward 18,1328,491,793,26,17,1
FOND DU LAC,City of FOND DU LAC Ward 19,541,239,291,2,9,0
FOND DU LAC,City of FOND DU LAC Ward 20,1053,483,545,13,12,0
FOND DU LAC,City of FOND DU LAC Ward 21,908,412,450,21,25,0
FOND DU LAC,City of FOND DU LAC Ward 22,781,318,434,21,8,0
FOND DU LAC,City of RIPON Wards 1-3,833,347,466,10,10,0
FOND DU LAC,City of RIPON Wards 4-6,769,340,375,23,30,1
FOND DU LAC,"City of RIPON Wards 7,8",675,281,366,15,12,1
FOND DU LAC,City of RIPON Wards 9-11,845,378,436,14,17,0
FOND DU LAC,"CITY OF WAUPUN Wards 9,10,11,12",1573,458,1084,19,12,0
FOREST,Town of ALVIN Ward 1,94,21,67,3,3,0
FOREST,"Town of ARGONNE Wards 1,2",246,79,159,5,3,0
FOREST,Town of ARMSTRONG CREEK Ward 1,222,62,151,7,2,0
FOREST,Town of BLACKWELL Ward 1,54,13,38,1,2,0
FOREST,Town of CASWELL Ward 1,46,11,33,2,0,0
FOREST,"Town of CRANDON Wards 1,2",278,84,185,4,5,0
FOREST,Town of FREEDOM Ward 1,234,75,154,3,2,0
FOREST,Town of HILES Ward 1,228,68,155,2,3,0
FOREST,Town of LAONA Wards 1-4,536,175,345,6,10,0
FOREST,Town of LINCOLN Wards 1-5,462,195,245,7,15,0
FOREST,Town of NASHVILLE Wards 1-3,326,143,164,7,11,1
FOREST,Town of NASHVILLE Wards 4-5,231,78,151,0,2,0
FOREST,Town of POPPLE RIVER Ward 1,25,8,17,0,0,0
FOREST,Town of ROSS Ward 1,80,8,68,3,1,0
FOREST,"Town of WABENO Wards 1,2,3,4",384,149,215,13,7,0
FOREST,City of CRANDON Wards 1-4,653,195,426,24,8,0
GRANT,Town of BEETOWN Wards 1-2,274,64,204,5,1,0
GRANT,Town of BLOOMINGTON Ward 1,171,55,110,4,2,0
GRANT,Town of BOSCOBEL Wards 1-3,169,68,97,1,3,0
GRANT,Town of CASSVILLE Wards 1-2,172,43,125,3,1,0
GRANT,Town of CASTLE ROCK Ward 1,128,52,70,4,2,0
GRANT,Town of CLIFTON Ward 1,109,51,55,2,1,0
GRANT,Town of ELLENBORO Ward 1,265,78,184,1,2,0
GRANT,Town of FENNIMORE Wards 1-2,202,82,114,4,2,0
GRANT,Town of GLEN HAVEN Ward 1,162,53,102,5,2,0
GRANT,Town of HARRISON Ward 1,259,85,170,2,2,0
GRANT,Town of HAZEL GREEN Wards 1-2,492,220,260,7,5,0
GRANT,Town of HICKORY GROVE Ward 1,146,51,89,3,3,0
GRANT,Town of JAMESTOWN Wards 1-3,1012,345,645,13,9,0
GRANT,Town of LIBERTY Ward 1,193,47,135,6,5,0
GRANT,Town of LIMA Ward 1,329,139,185,3,2,0
GRANT,Town of LITTLE GRANT Ward 1,133,33,99,1,0,0
GRANT,Town of MARION Ward 1,205,64,134,2,5,0
GRANT,Town of MILLVILLE Ward 1,73,31,39,2,1,0
GRANT,Town of MOUNT HOPE Ward 1,82,22,57,1,2,0
GRANT,Town of MOUNT IDA Ward 1,216,64,146,3,3,0
GRANT,Town of MUSCODA Ward 1,278,98,171,5,4,0
GRANT,Town of NORTH LANCASTER Ward 1,256,79,167,6,4,0
GRANT,Town of PARIS Wards 1-2,360,113,237,4,6,0
GRANT,Town of PATCH GROVE Ward 1,120,48,67,1,4,0
GRANT,"Town of PLATTEVILLE Wards 1,2",732,354,354,14,10,0
GRANT,Town of POTOSI Wards 1-2,397,140,242,8,7,0
GRANT,Town of SMELSER Wards 1-2,417,154,247,9,6,1
GRANT,"Town of SOUTH LANCASTER Wards 1,2",313,109,195,6,3,0
GRANT,Town of WATERLOO Ward 1,263,87,173,2,1,0
GRANT,Town of WATTERSTOWN Wards 1-2,167,56,108,2,1,0
GRANT,Town of WINGVILLE Ward 1,154,76,72,5,1,0
GRANT,Town of WOODMAN Ward 1,81,24,56,0,1,0
GRANT,Town of WYALUSING Ward 1,174,63,105,1,5,0
GRANT,Village of BAGLEY Ward 1,152,62,85,3,2,0
GRANT,Village of BLOOMINGTON Ward 1,288,98,175,5,10,0
GRANT,Village of BLUE RIVER Ward 1,166,75,88,2,1,0
GRANT,Village of CASSVILLE Wards 1-2,366,151,201,12,2,0
GRANT,Village of DICKEYVILLE Wards 1-2,472,177,279,10,6,0
GRANT,Village of HAZEL GREEN Wards 1-2,447,195,238,8,6,0
GRANT,Village of LIVINGSTON Ward 1,275,136,124,10,5,0
GRANT,Village of MONTFORT Ward 1,232,112,111,5,4,0
GRANT,Village of MOUNT HOPE Ward 1,65,22,37,3,3,0
GRANT,Village of MUSCODA Wards 1-2,427,187,213,17,9,1
GRANT,Village of PATCH GROVE Ward 1,59,24,32,2,1,0
GRANT,Village of POTOSI Ward 1,295,97,189,6,3,0
GRANT,Village of TENNYSON Ward 1,148,51,90,5,2,0
GRANT,Village of WOODMAN Ward 1,34,9,20,3,2,0
GRANT,City of BOSCOBEL Wards 1-8,1011,487,490,16,18,0
GRANT,City of CUBA CITY Wards 1-4,772,391,355,13,13,0
GRANT,City of FENNIMORE Wards 1-4,920,419,464,21,15,1
GRANT,City of LANCASTER Wards 1-6,1485,654,788,25,17,1
GRANT,City of PLATTEVILLE Wards 1-2,1076,623,414,22,17,0
GRANT,City of PLATTEVILLE Wards 3-4,1133,637,436,32,28,0
GRANT,City of PLATTEVILLE Wards 5-6,720,372,283,39,24,2
GRANT,City of PLATTEVILLE Wards 7-9,838,469,308,37,23,1
GREEN,Town of ADAMS Ward 1,285,141,138,2,4,0
GREEN,Town of ALBANY Wards 1-2,615,291,303,10,11,0
GREEN,Town of BROOKLYN Wards 1-3,695,372,303,12,8,0
GREEN,Town of CADIZ Ward 1,405,146,244,9,6,0
GREEN,Town of CLARNO Wards 1-2,592,220,356,9,6,1
GREEN,Town of DECATUR Wards 1-4,875,382,471,14,8,0
GREEN,"Town of EXETER Wards 1,2,3",1175,681,450,22,22,0
GREEN,Town of JEFFERSON Wards 1-2,558,181,352,18,7,0
GREEN,Town of JORDAN Wards 1-2,302,138,156,2,6,0
GREEN,Town of MONROE Wards 1-2,651,269,353,15,14,0
GREEN,Town of MOUNT PLEASANT Wards 1-3,360,171,176,7,6,0
GREEN,Town of NEW GLARUS Wards 1-2,828,446,355,16,11,0
GREEN,Town of SPRING GROVE Ward 1,433,148,270,8,7,0
GREEN,Town of SYLVESTER Wards 1-2,577,214,345,10,8,0
GREEN,Town of WASHINGTON Ward 1,433,208,217,3,5,0
GREEN,Town of YORK Wards 1-2,598,337,230,17,14,0
GREEN,Village of ALBANY Wards 1-2,399,223,143,5,27,1
GREEN,VILLAGE OF BELLEVILLE Ward 3,273,170,87,9,7,0
GREEN,VILLAGE OF BROOKLYN Ward 2,195,129,60,3,2,1
GREEN,Village of BROWNTOWN Ward 1,99,33,61,2,3,0
GREEN,Village of MONTICELLO Wards 1-2,501,288,192,7,14,0
GREEN,Village of NEW GLARUS Wards 1-4,1130,767,319,23,20,1
GREEN,City of BRODHEAD Wards 1-6,1103,543,513,23,23,1
GREEN,City of MONROE Wards 1-9,4269,2341,1766,87,73,2
GREEN,City of MONROE Ward 10,0,0,0,0,0,0
GREEN LAKE,Town of BERLIN Wards 1-3,624,143,466,11,4,0
GREEN LAKE,Town of BROOKLYN Wards 1-3,1167,400,731,23,13,0
GREEN LAKE,Town of GREEN LAKE Wards 1-2,720,175,535,6,4,0
GREEN LAKE,Town of KINGSTON Wards 1-2,257,59,190,3,5,0
GREEN LAKE,Town of MACKFORD Ward 1,259,39,217,1,2,0
GREEN LAKE,Town of MANCHESTER Ward 1,351,77,267,6,1,0
GREEN LAKE,Town of MARQUETTE Ward 1,265,70,186,7,2,0
GREEN LAKE,"Town of PRINCETON Wards 1,2,3",875,273,584,10,7,1
GREEN LAKE,Town of ST. MARIE Ward 1,207,53,146,4,4,0
GREEN LAKE,Town of SENECA Ward 1,192,49,141,2,0,0
GREEN LAKE,Village of KINGSTON Ward 1,158,44,108,3,3,0
GREEN LAKE,Village of MARQUETTE Ward 1,101,30,67,1,3,0
GREEN LAKE,City of BERLIN Wards 1-6,1811,659,1073,47,32,0
GREEN LAKE,City of GREEN LAKE Wards 1-4,525,201,301,12,11,0
GREEN LAKE,City of MARKESAN Wards 1-3,573,144,411,12,5,1
GREEN LAKE,City of PRINCETON Wards 1-4,523,163,335,14,11,0
IOWA,Town of ARENA Wards 1-3,768,424,314,16,14,0
IOWA,Town of BRIGHAM Wards 1-2,633,397,216,14,6,0
IOWA,Town of CLYDE Ward 1,190,109,74,1,5,1
IOWA,"Town of DODGEVILLE Wards 1,2,3",907,519,357,19,12,0
IOWA,Town of EDEN Ward 1,197,88,104,4,1,0
IOWA,Town of HIGHLAND Wards 1-4,371,164,192,8,6,1
IOWA,"Town of LINDEN Wards 1,2",351,138,202,8,3,0
IOWA,Town of MIFFLIN Ward 1,243,109,132,1,1,0
IOWA,Town of MINERAL POINT Wards 1-3,508,226,268,10,4,0
IOWA,Town of MOSCOW Ward 1,335,180,146,7,2,0
IOWA,Town of PULASKI Ward 1,153,67,82,3,1,0
IOWA,Town of RIDGEWAY Wards 1-2,343,204,126,7,6,0
IOWA,Town of WALDWICK Wards 1-3,245,129,111,4,1,0
IOWA,Town of WYOMING Ward 1,243,152,83,3,3,2
IOWA,Village of ARENA Ward 1,378,192,164,14,8,0
IOWA,Village of AVOCA Ward 1,192,88,97,4,3,0
IOWA,Village of BARNEVELD Wards 1-2,615,333,264,14,4,0
IOWA,VILLAGE OF BLANCHARDVILLE Ward 2,98,55,37,3,3,0
IOWA,Village of COBB Ward 1,219,119,89,5,6,0
IOWA,Village of HIGHLAND Ward 1,361,184,166,3,8,0
IOWA,Village of HOLLANDALE Ward 1,124,81,39,3,1,0
IOWA,Village of LINDEN Ward 1,175,96,74,3,1,1
IOWA,VILLAGE OF LIVINGSTON Ward 2,1,0,1,0,0,0
IOWA,VILLAGE OF MONTFORT Ward 2,47,30,16,1,0,0
IOWA,VILLAGE OF MUSCODA Ward 3,9,4,5,0,0,0
IOWA,Village of REWEY Ward 1,96,51,41,2,2,0
IOWA,Village of RIDGEWAY Ward 1,305,164,122,12,7,0
IOWA,City of DODGEVILLE Wards 1-10,2167,1309,750,57,51,0
IOWA,City of MINERAL POINT Wards 1-6,1246,819,390,21,16,0
IRON,Town of ANDERSON Ward 1,37,19,17,1,0,0
IRON,Town of CAREY Ward 1,87,24,62,0,1,0
IRON,Town of GURNEY Ward 1,92,37,54,1,0,0
IRON,Town of KIMBALL Ward 1,280,108,169,1,2,0
IRON,Town of KNIGHT Ward 1,107,39,64,1,3,0
IRON,Town of MERCER Wards 1-4,983,334,620,15,14,0
IRON,Town of OMA Ward 1,226,84,136,3,3,0
IRON,Town of PENCE Ward 1,94,40,52,2,0,0
IRON,Town of SAXON Ward 1,191,59,127,2,3,0
IRON,Town of SHERMAN Ward 1,202,68,131,3,0,0
IRON,City of HURLEY Ward 1,171,66,101,1,3,0
IRON,City of HURLEY Ward 2,163,71,87,2,3,0
IRON,City of HURLEY Ward 3,93,45,47,1,0,0
IRON,City of HURLEY Ward 4,149,55,93,0,1,0
IRON,City of MONTREAL Wards 1-2,365,159,191,6,9,0
JACKSON,Town of ADAMS Wards 1-3,708,292,397,12,7,0
JACKSON,Town of ALBION Wards 1-4,571,239,315,9,8,0
JACKSON,"Town of ALMA Wards 1,4-5",114,34,76,4,0,0
JACKSON,Town of ALMA Wards 2-3,298,106,186,2,4,0
JACKSON,Town of BEAR BLUFF Ward 1,76,7,68,1,0,0
JACKSON,Town of BROCKWAY Wards 1-6,673,363,282,11,17,0
JACKSON,Town of CITY POINT Ward 1,98,31,63,1,3,0
JACKSON,Town of CLEVELAND Ward 1,218,59,147,3,9,0
JACKSON,Town of CURRAN Ward 1,145,68,74,3,0,0
JACKSON,Town of FRANKLIN Ward 1,137,61,73,2,1,0
JACKSON,Town of GARDEN VALLEY Ward 1,199,52,139,5,3,0
JACKSON,Town of GARFIELD Wards 1-2,319,102,201,11,5,0
JACKSON,Town of HIXTON Wards 1-2,265,93,165,4,3,0
JACKSON,Town of IRVING Wards 1-3,318,119,185,10,4,0
JACKSON,Town of KNAPP Ward 1,162,43,112,4,3,0
JACKSON,Town of KOMENSKY Ward 1,129,92,29,2,6,0
JACKSON,Town of MANCHESTER Ward 1,358,111,234,7,6,0
JACKSON,Town of MELROSE Ward 1,188,57,123,4,4,0
JACKSON,Town of MILLSTON Wards 1-2,103,37,61,1,4,0
JACKSON,Town of NORTH BEND Ward 1,217,84,115,9,9,0
JACKSON,Town of NORTHFIELD Ward 1,294,97,185,3,9,0
JACKSON,Town of SPRINGFIELD Wards 1-2,205,92,110,0,3,0
JACKSON,Village of ALMA CENTER Ward 1,190,105,77,6,2,0
JACKSON,Village of HIXTON Ward 1,171,63,96,7,5,0
JACKSON,Village of MELROSE Ward 1,206,92,111,2,1,0
JACKSON,Village of MERRILLAN Ward 1,149,68,71,6,4,0
JACKSON,Village of MERRILLAN Ward 2,20,8,12,0,0,0
JACKSON,Village of TAYLOR Ward 1,132,55,69,4,4,0
JACKSON,City of BLACK RIVER FALLS Ward 1,401,216,172,6,7,0
JACKSON,City of BLACK RIVER FALLS Ward 2,357,192,149,8,8,0
JACKSON,City of BLACK RIVER FALLS Ward 3,153,77,68,4,4,0
JACKSON,City of BLACK RIVER FALLS Ward 4,373,168,187,12,6,0
JEFFERSON,Town of AZTALAN Wards 1-3,752,297,436,10,9,0
JEFFERSON,Town of COLD SPRING Ward 1,412,156,243,7,6,0
JEFFERSON,"Town of CONCORD Wards 1,2",1094,313,746,20,15,0
JEFFERSON,Town of FARMINGTON Wards 1-3,823,236,553,21,13,0
JEFFERSON,Town of HEBRON Wards 1-2,591,179,389,12,10,1
JEFFERSON,Town of IXONIA Wards 1-6,2558,641,1823,51,43,0
JEFFERSON,Town of JEFFERSON Wards 1-4,1033,344,656,19,14,0
JEFFERSON,Town of KOSHKONONG Wards 1-6,1916,728,1135,30,22,1
JEFFERSON,Town of LAKE MILLS Wards 1-3,1254,639,583,19,13,0
JEFFERSON,Town of MILFORD Wards 1-2,587,224,344,14,5,0
JEFFERSON,Town of OAKLAND Wards 1-4,1871,983,834,35,18,1
JEFFERSON,Town of PALMYRA Wards 1-2,696,214,464,11,7,0
JEFFERSON,Town of SULLIVAN Wards 1-4,1191,311,839,32,9,0
JEFFERSON,Town of SUMNER Ward 1,489,190,282,11,6,0
JEFFERSON,Town of WATERLOO Ward 1,500,198,285,8,9,0
JEFFERSON,Town of WATERTOWN Wards 1-2,1131,296,803,18,13,1
JEFFERSON,VILLAGE OF CAMBRIDGE Ward 1,46,24,17,1,4,0
JEFFERSON,Village of JOHNSON CREEK Wards 1-4,1339,516,759,48,15,1
JEFFERSON,VILLAGE OF LAC LA BELLE Ward 2,0,0,0,0,0,0
JEFFERSON,Village of PALMYRA Wards 1-2,745,222,493,18,10,2
JEFFERSON,Village of SULLIVAN Ward 1,307,89,200,6,12,0
JEFFERSON,City of FORT ATKINSON Wards 1-12,4994,2647,2143,124,78,2
JEFFERSON,City of JEFFERSON Wards 1-10,3080,1428,1529,71,50,2
JEFFERSON,City of LAKE MILLS Wards 1-8,3155,1672,1354,83,46,0
JEFFERSON,City of WATERLOO Wards 1-5,1438,678,698,39,23,0
JEFFERSON,City of WATERTOWN Wards 9-10,773,269,470,19,15,0
JEFFERSON,City of WATERTOWN Wards 11-13,795,264,494,22,15,0
JEFFERSON,City of WATERTOWN Wards 14-15,612,230,354,19,9,0
JEFFERSON,City of WATERTOWN Wards 16-17,1076,391,644,24,17,0
JEFFERSON,City of WATERTOWN Wards 18-19,983,379,566,18,20,0
JEFFERSON,City of WATERTOWN Wards 20-22,1236,400,784,32,19,1
JEFFERSON,CITY OF WHITEWATER Wards 11-12,446,253,173,10,10,0
JEFFERSON,CITY OF WHITEWATER Ward 13,321,155,127,20,17,2
JUNEAU,Town of ARMENIA Ward 1,358,112,239,4,3,0
JUNEAU,Town of CLEARFIELD Ward 1,296,88,197,6,5,0
JUNEAU,Town of CLEARFIELD Ward 2,78,21,52,2,3,0
JUNEAU,Town of CUTLER Ward 1,186,54,127,2,3,0
JUNEAU,Town of FINLEY Ward 1,49,8,35,4,2,0
JUNEAU,Town of FOUNTAIN Wards 1-2,280,83,185,6,6,0
JUNEAU,Town of GERMANTOWN Ward 1,447,132,301,9,5,0
JUNEAU,Town of GERMANTOWN Wards 2-3,444,125,310,7,2,0
JUNEAU,Town of KILDARE Wards 1-3,310,106,197,4,3,0
JUNEAU,Town of KINGSTON Ward 1,14,1,13,0,0,0
JUNEAU,Town of LEMONWEIR Wards 1-4,690,247,426,6,11,0
JUNEAU,Town of LINDINA Ward 1,378,149,214,6,9,0
JUNEAU,Town of LISBON Ward 1,426,147,264,10,4,1
JUNEAU,Town of LISBON Ward 2,3,1,2,0,0,0
JUNEAU,Town of LYNDON Wards 1-3,596,259,312,13,12,0
JUNEAU,Town of MARION Ward 1,192,50,139,1,2,0
JUNEAU,Town of NECEDAH Wards 1-6,1111,284,800,15,12,0
JUNEAU,Town of ORANGE Ward 1,237,62,171,2,2,0
JUNEAU,Town of PLYMOUTH Ward 1,297,93,196,5,3,0
JUNEAU,Town of SEVEN MILE CREEK Wards 1-2,164,60,100,2,2,0
JUNEAU,Town of SUMMIT Ward 1,314,93,212,4,5,0
JUNEAU,Town of WONEWOC Wards 1-2,306,109,194,2,1,0
JUNEAU,Village of CAMP DOUGLAS Ward 1,228,73,146,5,4,0
JUNEAU,Village of HUSTLER Ward 1,80,38,41,0,1,0
JUNEAU,Village of LYNDON STATION Ward 1,182,79,96,3,3,1
JUNEAU,Village of NECEDAH Ward 1,348,139,200,4,5,0
JUNEAU,Village of UNION CENTER Ward 1,96,21,72,1,2,0
JUNEAU,Village of WONEWOC Ward 1,255,95,148,5,7,0
JUNEAU,"City of ELROY Wards 1,2,3,4,5,6",449,205,220,11,13,0
JUNEAU,City of MAUSTON Wards 1-7,1366,613,684,38,31,0
JUNEAU,City of NEW LISBON Wards 1-7,485,159,306,8,12,0
JUNEAU,CITY OF WISCONSIN DELLS Ward 7,0,0,0,0,0,0
KENOSHA,Town of BRIGHTON Wards 1-4,841,225,594,16,5,1
KENOSHA,Town of PARIS Wards 1-2,836,241,559,18,18,0
KENOSHA,"Town of RANDALL Wards 1,2,3,4,5,6",1564,456,1053,30,24,1
KENOSHA,"Town of SOMERS Wards 1,4",64,34,30,0,0,0
KENOSHA,Town of SOMERS Wards 2-3,383,162,207,11,3,0
KENOSHA,"Town of WHEATLAND Wards 1,2,3,4,5",1666,522,1073,39,29,3
KENOSHA,Village of BRISTOL Wards 1-7,2539,834,1626,48,31,0
KENOSHA,VILLAGE OF GENOA CITY Ward 6,0,0,0,0,0,0
KENOSHA,Village of PADDOCK LAKE Wards 1-6,1274,396,808,51,18,1
KENOSHA,Village of PLEASANT PRAIRIE Wards 1-3,2375,1085,1218,49,22,1
KENOSHA,Village of PLEASANT PRAIRIE Wards 4-5,1370,507,826,17,20,0
KENOSHA,Village of PLEASANT PRAIRIE Wards 6-7,1528,733,752,29,14,0
KENOSHA,Village of PLEASANT PRAIRIE Wards 8-10,1712,571,1100,21,20,0
KENOSHA,Village of PLEASANT PRAIRIE Ward 11,682,281,371,18,12,0
KENOSHA,Village of PLEASANT PRAIRIE Wards 12-16,2491,1112,1292,56,31,0
KENOSHA,Village of SALEM LAKES Wards 1-6,2794,888,1805,54,47,0
KENOSHA,Village of SALEM LAKES Wards 7-10,2286,715,1475,60,36,0
KENOSHA,Village of SALEM LAKES Wards 11-13,1355,436,866,26,26,1
KENOSHA,Village of SOMERS Wards 1-4,1357,627,686,31,13,0
KENOSHA,"Village of SOMERS Wards 5-6,9-10",1185,573,565,23,24,0
KENOSHA,Village of SOMERS Wards 7-8,600,319,264,7,10,0
KENOSHA,Village of SOMERS Wards 11-12,846,328,490,16,12,0
KENOSHA,Village of SOMERS Ward 13,0,0,0,0,0,0
KENOSHA,Village of TWIN LAKES Wards 1-11,2598,870,1629,57,42,0
KENOSHA,City of KENOSHA Ward 1,1099,610,458,18,13,0
KENOSHA,City of KENOSHA Ward 2,580,312,244,17,7,0
KENOSHA,City of KENOSHA Ward 3,502,290,189,11,12,0
KENOSHA,City of KENOSHA Ward 4,219,111,103,3,2,0
KENOSHA,City of KENOSHA Ward 5,407,277,104,13,13,0
KENOSHA,City of KENOSHA Ward 6,616,384,204,11,17,0
KENOSHA,City of KENOSHA Ward 7,360,222,123,9,6,0
KENOSHA,City of KENOSHA Ward 8,447,232,201,10,4,0
KENOSHA,City of KENOSHA Ward 9,1107,648,417,22,19,1
KENOSHA,City of KENOSHA Ward 10,178,96,78,4,0,0
KENOSHA,City of KENOSHA Ward 11,1028,574,432,10,12,0
KENOSHA,City of KENOSHA Ward 12,682,396,261,10,15,0
KENOSHA,City of KENOSHA Ward 13,1035,551,456,22,5,1
KENOSHA,City of KENOSHA Ward 14,658,345,284,18,11,0
KENOSHA,City of KENOSHA Ward 15,376,257,101,4,14,0
KENOSHA,City of KENOSHA Ward 16,292,212,68,4,8,0
KENOSHA,City of KENOSHA Ward 17,213,135,71,3,3,1
KENOSHA,City of KENOSHA Ward 18,547,332,189,9,17,0
KENOSHA,City of KENOSHA Ward 19,138,75,57,2,4,0
KENOSHA,City of KENOSHA Ward 20,193,108,72,6,7,0
KENOSHA,City of KENOSHA Ward 21,143,98,37,5,3,0
KENOSHA,City of KENOSHA Ward 22,275,211,56,2,4,2
